/// Options
EditorVersion:1.0|Description:|HasWeather:0
Scene,Geometry/Tube,21,0,1,1,1,0,Tube,291.2139,2164.92,834.8279,310.6772,279.1611,100.5123,5,5.944831,5,Physical,Entities,Default,OldBombExplodeMat|204/178/255/127|99999/99999,;
Scene,Geometry/Tube,22,0,1,1,1,0,Tube,266.7085,2043.692,516.8686,32.07284,54.45229,229.1378,5,5.944831,5,Physical,Entities,Default,OldBombExplodeMat|204/178/255/127|99999/99999,;
Scene,Geometry/Tube,23,0,1,1,1,0,Tube,261.6167,2064.323,549.0655,34.72924,58.26801,231.2396,5,5.944831,5,Physical,Entities,Default,OldBombExplodeMat|204/178/255/127|99999/99999,;
Scene,Geometry/Tube,24,0,1,1,1,0,Tube,258.4763,2083.365,582.4691,37.25884,62.33059,233.6283,5,5.944831,5,Physical,Entities,Default,OldBombExplodeMat|204/178/255/127|99999/99999,;
Scene,Geometry/Tube,25,0,1,1,1,0,Tube,273.7248,2021.578,486.0469,29.30897,50.85645,227.3015,5,5.944831,5,Physical,Entities,Default,OldBombExplodeMat|204/178/255/127|99999/99999,;
Scene,Geometry/Tube,26,0,1,1,1,0,Tube,282.629,1998.097,456.762,26.45354,47.45296,225.7091,5,5.944831,5,Physical,Entities,Default,OldBombExplodeMat|204/178/255/127|99999/99999,;
Scene,Geometry/Tube,27,0,1,1,1,0,Tube,455.2506,2292.184,1549.361,322.449,100.1842,244.1221,5,20.38661,5,Physical,Entities,Default,OldBombExplodeMat|127/255/255/127|99999/99999,;
Scene,Geometry/Tube,28,0,1,1,1,0,Tube,-329.3903,1734.819,1809.264,29.94265,295.7727,304.5939,5,20.38661,5,Physical,Entities,Default,OldBombExplodeMat|127/255/255/127|99999/99999,;
Scene,Geometry/Tube,29,0,1,1,1,0,Tube,-177.9602,1983.223,2061.129,0.2899334,331.371,314.4938,5,20.38661,5,Physical,Entities,Default,OldBombExplodeMat|127/255/255/127|99999/99999,;
Scene,Geometry/Tube,30,0,1,1,1,0,Tube,11.28014,2159.738,2088.708,339.7554,353.7137,310.5109,5,20.38661,5,Physical,Entities,Default,OldBombExplodeMat|127/255/255/127|99999/99999,;
Scene,Geometry/Tube,31,0,1,1,1,0,Tube,-302.6543,1807.389,1915.306,20.78099,308.9454,310.2748,5,20.38661,5,Physical,Entities,Default,OldBombExplodeMat|127/255/255/127|99999/99999,;
Scene,Geometry/Tube,32,0,1,1,1,0,Tube,428.5146,2326.77,1673.115,317.2926,81.70843,256.1023,5,20.38661,5,Physical,Entities,Default,OldBombExplodeMat|127/255/255/127|99999/99999,;
Scene,Geometry/Tube,33,0,1,1,1,0,Tube,376.8647,2338.117,1793.238,315.5068,61.08613,270.4065,5,20.38661,5,Physical,Entities,Default,OldBombExplodeMat|127/255/255/127|99999/99999,;
Scene,Geometry/Tube,34,0,1,1,1,0,Tube,214.3601,2289.639,1990.653,322.8143,22.21342,296.4453,5,20.38661,5,Physical,Entities,Default,OldBombExplodeMat|127/255/255/127|99999/99999,;
Scene,Geometry/Tube,35,0,1,1,1,0,Tube,114.5801,2233.117,2054.49,330.5294,6.776748,304.9821,5,20.38661,5,Physical,Entities,Default,OldBombExplodeMat|127/255/255/127|99999/99999,;
Scene,Geometry/Tube,36,0,1,1,1,0,Tube,303.8205,2325.453,1901.544,317.4966,40.53401,284.6354,5,20.38661,5,Physical,Entities,Default,OldBombExplodeMat|127/255/255/127|99999/99999,;
Scene,Geometry/Tube,37,0,1,1,1,0,Tube,-88.49991,2074.504,2090.972,349.8343,342.1819,313.5566,5,20.38661,5,Physical,Entities,Default,OldBombExplodeMat|127/255/255/127|99999/99999,;
Scene,Geometry/Tube,38,0,1,1,1,0,Tube,-251.0044,1892.115,2001.213,10.73557,320.5402,313.4459,5,20.38661,5,Physical,Entities,Default,OldBombExplodeMat|127/255/255/127|99999/99999,;
Scene,Geometry/Tube,39,0,1,1,1,0,Tube,-245.2395,1685.698,1423.086,308.722,35.13609,121.0385,5,15.59552,5,Physical,Entities,Default,OldBombExplodeMat|255/127/204/127|99999/99999,;
Scene,Geometry/Tube,40,0,1,1,1,0,Tube,-136.464,1787.926,1291.353,329.0429,5.16453,141.3172,5,15.59552,5,Physical,Entities,Default,OldBombExplodeMat|255/127/204/127|99999/99999,;
Scene,Geometry/Tube,41,0,1,1,1,0,Tube,73.67439,2109.819,1303.651,18.81658,330.2862,145.5117,5,15.59552,5,Physical,Entities,Default,OldBombExplodeMat|255/127/204/127|99999/99999,;
Scene,Geometry/Tube,42,0,1,1,1,0,Tube,31.68851,2027.928,1263.502,6.293234,338.765,147.369,5,15.59552,5,Physical,Entities,Default,OldBombExplodeMat|255/127/204/127|99999/99999,;
Scene,Geometry/Tube,43,0,1,1,1,0,Tube,-332.2817,1685.869,1704.291,308.7624,110.5315,58.87726,5,15.59552,5,Physical,Entities,Default,OldBombExplodeMat|255/127/204/127|99999/99999,;
Scene,Geometry/Tube,44,0,1,1,1,0,Tube,-19.73342,1943.165,1247.636,353.6404,346.8375,147.3643,5,15.59552,5,Physical,Entities,Default,OldBombExplodeMat|255/127/204/127|99999/99999,;
Scene,Geometry/Tube,45,0,1,1,1,0,Tube,118.7306,2243.234,1444.387,42.02231,307.8839,133.823,5,15.59552,5,Physical,Entities,Default,OldBombExplodeMat|255/127/204/127|99999/99999,;
Scene,Geometry/Tube,46,0,1,1,1,0,Tube,-316.9138,1663.874,1607.539,303.1823,86.65035,78.32337,5,15.59552,5,Physical,Entities,Default,OldBombExplodeMat|255/127/204/127|99999/99999,;
Scene,Geometry/Tube,47,0,1,1,1,0,Tube,103.3628,2183.256,1365.347,30.89597,320.4528,141.3471,5,15.59552,5,Physical,Entities,Default,OldBombExplodeMat|255/127/204/127|99999/99999,;
Scene,Geometry/Tube,48,0,1,1,1,0,Tube,-193.8176,1728.03,1347.955,317.9231,17.75215,133.772,5,15.59552,5,Physical,Entities,Default,OldBombExplodeMat|255/127/204/127|99999/99999,;
Scene,Geometry/Tube,49,0,1,1,1,0,Tube,-287.2253,1663.816,1511.625,303.1663,59.04982,101.5591,5,15.59552,5,Physical,Entities,Default,OldBombExplodeMat|255/127/204/127|99999/99999,;
Scene,Geometry/Tube,50,0,1,1,1,0,Tube,-77.08707,1861.304,1257.136,341.1186,355.3205,145.4965,5,15.59552,5,Physical,Entities,Default,OldBombExplodeMat|255/127/204/127|99999/99999,;
Scene,Geometry/Tube,51,0,1,1,1,0,Tube,-381.9923,2053.41,1923.563,0.06899004,330.5482,133.5466,5,15.77671,5,Physical,Entities,Default,OldBombExplodeMat|255/178/255/127|99999/99999,;
Scene,Geometry/Tube,52,0,1,1,1,0,Tube,-311.9686,2122.816,1947.974,349.8025,341.5426,132.5882,5,15.77671,5,Physical,Entities,Default,OldBombExplodeMat|255/178/255/127|99999/99999,;
Scene,Geometry/Tube,53,0,1,1,1,0,Tube,-73.96979,2285.976,1874.403,323.3885,21.95443,115.5631,5,15.77671,5,Physical,Entities,Default,OldBombExplodeMat|255/178/255/127|99999/99999,;
Scene,Geometry/Tube,54,0,1,1,1,0,Tube,-3.390913,2312.96,1806.529,318.2505,40.18366,103.9953,5,15.77671,5,Physical,Entities,Default,OldBombExplodeMat|255/178/255/127|99999/99999,;
Scene,Geometry/Tube,55,0,1,1,1,0,Tube,-233.7014,2187.55,1947.62,339.9184,353.2502,129.526,5,15.77671,5,Physical,Entities,Default,OldBombExplodeMat|255/178/255/127|99999/99999,;
Scene,Geometry/Tube,56,0,1,1,1,0,Tube,-499.582,1864.118,1726.032,28.84,294.3085,123.6672,5,15.77671,5,Physical,Entities,Default,OldBombExplodeMat|255/178/255/127|99999/99999,;
Scene,Geometry/Tube,57,0,1,1,1,0,Tube,-152.5244,2243.201,1922.526,330.8965,6.456537,124.009,5,15.77671,5,Physical,Entities,Default,OldBombExplodeMat|255/178/255/127|99999/99999,;
Scene,Geometry/Tube,58,0,1,1,1,0,Tube,-439.0004,1984.062,1876.052,10.31942,319.5367,132.5188,5,15.77671,5,Physical,Entities,Default,OldBombExplodeMat|255/178/255/127|99999/99999,;
Scene,Geometry/Tube,59,0,1,1,1,0,Tube,117.0181,2286.828,1535.427,322.8899,99.30636,64.55954,5,15.77671,5,Physical,Entities,Default,OldBombExplodeMat|255/178/255/127|99999/99999,;
Scene,Geometry/Tube,60,0,1,1,1,0,Tube,95.47166,2313.401,1631.062,318.0852,80.83527,76.30351,5,15.77671,5,Physical,Entities,Default,OldBombExplodeMat|255/178/255/127|99999/99999,;
Scene,Geometry/Tube,61,0,1,1,1,0,Tube,-479.1081,1919.498,1808.678,20.13906,307.7657,129.3705,5,15.77671,5,Physical,Entities,Default,OldBombExplodeMat|255/178/255/127|99999/99999,;
Scene,Geometry/Tube,62,0,1,1,1,0,Tube,54.40241,2322.314,1723.53,316.3536,60.48234,90.17327,5,15.77671,5,Physical,Entities,Default,OldBombExplodeMat|255/178/255/127|99999/99999,;
Scene,Geometry/Tube,63,0,1,1,1,0,Tube,363.0335,2186.002,1053.976,310.3415,282.3112,278.1169,5,62.29782,5,Physical,Entities,Default,OldBombExplodeMat|255/255/0/127|99999/99999,;
Scene,Geometry/Tube,64,0,1,1,1,0,Tube,187.9621,794.2619,-902.404,352.835,345.6483,324.0528,5,26.12078,5,Physical,Entities,Default,OldBombExplodeMat|153/102/255/127|99999/99999,;
Scene,Geometry/Tube,65,0,1,1,1,0,Tube,-413.7397,372.6091,-109.358,311.9625,107.6486,240.5872,5,26.12078,5,Physical,Entities,Default,OldBombExplodeMat|153/102/255/127|99999/99999,;
Scene,Geometry/Tube,66,0,1,1,1,0,Tube,-326.9996,328.619,-448.3722,306.0847,59.95979,278.5353,5,26.12078,5,Physical,Entities,Default,OldBombExplodeMat|153/102/255/127|99999/99999,;
Scene,Geometry/Tube,67,0,1,1,1,0,Tube,367.7858,1079.286,-798.4142,17.07365,327.7665,322.4603,5,26.12078,5,Physical,Entities,Default,OldBombExplodeMat|153/102/255/127|99999/99999,;
Scene,Geometry/Tube,68,0,1,1,1,0,Tube,286.9568,938.8037,-871.6782,5.014974,336.8751,324.2186,5,26.12078,5,Physical,Entities,Default,OldBombExplodeMat|153/102/255/127|99999/99999,;
Scene,Geometry/Tube,69,0,1,1,1,0,Tube,454.5259,1310.71,-546.8017,39.29122,304.5856,311.1853,5,26.12078,5,Physical,Entities,Default,OldBombExplodeMat|153/102/255/127|99999/99999,;
Scene,Geometry/Tube,70,0,1,1,1,0,Tube,-36.76162,532.0082,-830.9073,329.3604,5.594966,317.3929,5,26.12078,5,Physical,Entities,Default,OldBombExplodeMat|153/102/255/127|99999/99999,;
Scene,Geometry/Tube,71,0,1,1,1,0,Tube,-246.1707,362.7962,-603.0814,310.713,36.85556,296.7514,5,26.12078,5,Physical,Entities,Default,OldBombExplodeMat|153/102/255/127|99999/99999,;
Scene,Geometry/Tube,72,0,1,1,1,0,Tube,424.9405,1206.137,-687.6049,28.67081,317.4118,318.4056,5,26.12078,5,Physical,Entities,Default,OldBombExplodeMat|153/102/255/127|99999/99999,;
Scene,Geometry/Tube,73,0,1,1,1,0,Tube,-147.1759,432.1685,-733.5571,318.9916,19.02095,309.4787,5,26.12078,5,Physical,Entities,Default,OldBombExplodeMat|153/102/255/127|99999/99999,;
Scene,Geometry/Tube,74,0,1,1,1,0,Tube,77.54771,655.5115,-888.4979,340.8301,354.9049,321.9279,5,26.12078,5,Physical,Entities,Default,OldBombExplodeMat|153/102/255/127|99999/99999,;
Scene,Geometry/Tube,75,0,1,1,1,0,Tube,-384.1543,331.9659,-279.9723,306.5599,85.40795,257.9131,5,26.12078,5,Physical,Entities,Default,OldBombExplodeMat|153/102/255/127|99999/99999,;
Scene,Geometry/Tube,76,0,1,1,1,0,Tube,474.2268,1511.072,-134.3066,39.31895,66.04726,235.9323,5,2.793365,5,Physical,Entities,Default,OldBombExplodeMat|178/255/204/127|99999/99999,;
Scene,Geometry/Tube,77,0,1,1,1,0,Tube,461.4801,1578.729,-19.37768,30.9735,52.98138,228.3687,5,2.793365,5,Physical,Entities,Default,OldBombExplodeMat|178/255/204/127|99999/99999,;
Scene,Geometry/Tube,78,0,1,1,1,0,Tube,457.8631,1589.821,-4.150561,29.67811,51.31803,227.5289,5,2.793365,5,Physical,Entities,Default,OldBombExplodeMat|178/255/204/127|99999/99999,;
Scene,Geometry/Tube,79,0,1,1,1,0,Tube,473.7693,1519.589,-117.1246,38.21803,64.00867,234.6556,5,2.793365,5,Physical,Entities,Default,OldBombExplodeMat|178/255/204/127|99999/99999,;
Scene,Geometry/Tube,80,0,1,1,1,0,Tube,472.8546,1528.507,-100.1654,37.08296,62.03209,233.4481,5,2.793365,5,Physical,Entities,Default,OldBombExplodeMat|178/255/204/127|99999/99999,;
Scene,Geometry/Tube,81,0,1,1,1,0,Tube,449.3168,1612.952,25.23238,27.0289,48.11694,226.0079,5,2.793365,5,Physical,Entities,Default,OldBombExplodeMat|178/255/204/127|99999/99999,;
Scene,Geometry/Tube,82,0,1,1,1,0,Tube,467.3813,1557.558,-50.8166,33.49561,56.4457,230.2174,5,2.793365,5,Physical,Entities,Default,OldBombExplodeMat|178/255/204/127|99999/99999,;
Scene,Geometry/Tube,83,0,1,1,1,0,Tube,453.8072,1601.232,10.7251,28.36312,49.69773,226.7426,5,2.793365,5,Physical,Entities,Default,OldBombExplodeMat|178/255/204/127|99999/99999,;
Scene,Geometry/Tube,84,0,1,1,1,0,Tube,444.3972,1624.965,39.35481,25.6782,46.57432,225.323,5,2.793365,5,Physical,Entities,Default,OldBombExplodeMat|178/255/204/127|99999/99999,;
Scene,Geometry/Tube,85,0,1,1,1,0,Tube,471.484,1537.814,-83.4484,35.91615,60.11458,232.3072,5,2.793365,5,Physical,Entities,Default,OldBombExplodeMat|178/255/204/127|99999/99999,;
Scene,Geometry/Tube,86,0,1,1,1,0,Tube,469.6588,1547.502,-66.99254,34.71967,58.25348,231.2312,5,2.793365,5,Physical,Entities,Default,OldBombExplodeMat|178/255/204/127|99999/99999,;
Scene,Geometry/Tube,87,0,1,1,1,0,Tube,464.654,1567.971,-34.93896,32.24626,54.68954,229.2643,5,2.793365,5,Physical,Entities,Default,OldBombExplodeMat|178/255/204/127|99999/99999,;
Scene,Geometry/Tube,88,0,1,1,1,0,Tube,-94.95276,1615.576,1805.3,329.8244,6.128969,132.1566,5,15.97848,5,Physical,Entities,Default,OldBombExplodeMat|255/255/178/127|99999/99999,;
Scene,Geometry/Tube,89,0,1,1,1,0,Tube,42.03801,1705.818,1674.676,313.4966,38.71025,111.4003,5,15.97848,5,Physical,Entities,Default,OldBombExplodeMat|255/255/178/127|99999/99999,;
Scene,Geometry/Tube,90,0,1,1,1,0,Tube,-241.9619,1470.773,1842.622,351.651,344.1275,139.6301,5,15.97848,5,Physical,Entities,Default,OldBombExplodeMat|255/255/178/127|99999/99999,;
Scene,Geometry/Tube,91,0,1,1,1,0,Tube,-396.9878,1237.617,1709.44,25.48937,313.6372,134.7684,5,15.97848,5,Physical,Entities,Default,OldBombExplodeMat|255/255/178/127|99999/99999,;
Scene,Geometry/Tube,92,0,1,1,1,0,Tube,-169.7314,1547.804,1836.902,340.406,354.3777,137.137,5,15.97848,5,Physical,Entities,Default,OldBombExplodeMat|255/255/178/127|99999/99999,;
Scene,Geometry/Tube,93,0,1,1,1,0,Tube,-359.5985,1310.209,1776.642,14.54569,324.5803,138.5415,5,15.97848,5,Physical,Entities,Default,OldBombExplodeMat|255/255/178/127|99999/99999,;
Scene,Geometry/Tube,94,0,1,1,1,0,Tube,-22.72215,1669.472,1749.967,320.5286,20.52044,123.8821,5,15.97848,5,Physical,Entities,Default,OldBombExplodeMat|255/255/178/127|99999/99999,;
Scene,Geometry/Tube,95,0,1,1,1,0,Tube,132.3037,1717.318,1485.752,311.0791,83.81977,77.23371,5,15.97848,5,Physical,Entities,Default,OldBombExplodeMat|255/255/178/127|99999/99999,;
Scene,Geometry/Tube,96,0,1,1,1,0,Tube,151.6579,1691.689,1384.993,316.3273,104.245,62.37749,5,15.97848,5,Physical,Entities,Default,OldBombExplodeMat|255/255/178/127|99999/99999,;
Scene,Geometry/Tube,97,0,1,1,1,0,Tube,94.91447,1722.137,1584.557,310.0307,60.71283,94.89155,5,15.97848,5,Physical,Entities,Default,OldBombExplodeMat|255/255/178/127|99999/99999,;
Scene,Geometry/Tube,98,0,1,1,1,0,Tube,-416.342,1176.906,1625.041,35.46524,300.5983,128.1086,5,15.97848,5,Physical,Entities,Default,OldBombExplodeMat|255/255/178/127|99999/99999,;
Scene,Geometry/Tube,99,0,1,1,1,0,Tube,-306.722,1389.734,1822.068,3.14389,334.4622,140.0721,5,15.97848,5,Physical,Entities,Default,OldBombExplodeMat|255/255/178/127|99999/99999,;
Scene,Geometry/Tube,100,0,1,1,1,0,Tube,162.7918,1638.481,1263.59,5.821047,82.56833,244.3096,5,23.58423,5,Physical,Entities,Default,OldBombExplodeMat|204/204/102/127|99999/99999,;
Scene,Geometry/Tube,101,0,1,1,1,0,Tube,-420.3531,863.0646,978.194,63.21214,18.99355,197.1563,5,194.1593,5,Physical,Entities,Default,OldBombExplodeMat|229/178/102/127|99999/99999,;
Scene,Geometry/Tube,102,0,1,1,1,0,Tube,-799.1967,1374.761,321.4918,304.5068,281.2811,95.99352,5,14.35816,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,103,0,1,1,1,0,Tube,-322.4951,830.0171,575.5101,26.43205,38.30886,38.95105,5,14.35816,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,104,0,1,1,1,0,Tube,-190.5571,839.2682,281.9798,313.7957,283.2842,99.15625,5,14.35816,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,105,0,1,1,1,0,Tube,-791.6159,1271.307,80.51702,16.4655,49.10828,50.07043,5,14.35816,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,106,0,1,1,1,0,Tube,-765.5124,1369.014,409.6136,306.1278,309.4738,72.82706,5,15.04811,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,107,0,1,1,1,0,Tube,-356.1593,901.2313,627.7441,13.42699,27.88441,35.37112,5,15.04811,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,108,0,1,1,1,0,Tube,-231.8971,838.3491,196.9898,314.5168,306.7187,82.93248,5,15.04811,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,109,0,1,1,1,0,Tube,-748.0378,1209.349,23.98975,6.386228,36.04316,46.75797,5,15.04811,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,110,0,1,1,1,0,Tube,-594.4931,1229.011,619.5257,330.2102,355.5657,40.46196,5,16.78914,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,111,0,1,1,1,0,Tube,-527.1444,1152.05,655.4135,339.9115,4.096823,36.84416,5,16.78914,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,112,0,1,1,1,0,Tube,-445.6142,940.1136,4.947556,331.2405,354.4748,53.93803,5,16.78914,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,113,0,1,1,1,0,Tube,-530.5321,1001.152,-23.51522,338.9275,5.210737,49.68531,5,16.78914,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,114,0,1,1,1,0,Tube,-305.0753,773.5886,506.5253,39.43493,52.50918,46.73643,5,13.9443,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,115,0,1,1,1,0,Tube,-816.6392,1358.171,233.93,309.8943,253.339,118.4486,5,13.9443,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,116,0,1,1,1,0,Tube,-169.827,858.5352,368.2676,314.0625,256.7524,116.6716,5,13.9443,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,117,0,1,1,1,0,Tube,-814.8425,1322.17,152.0714,22.44354,67.49756,58.00862,5,13.9443,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,118,0,1,1,1,0,Tube,-403.7737,982.3782,659.6677,1.3043,19.41528,34.28051,5,15.80739,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,119,0,1,1,1,0,Tube,-717.8813,1341.32,492.2903,312.5352,330.5472,56.4245,5,15.80739,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,120,0,1,1,1,0,Tube,-291.0294,855.8405,119.0893,318.4076,326.3862,69.76369,5,15.80739,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,121,0,1,1,1,0,Tube,-687.0781,1140.519,-13.6583,356.4687,25.12637,46.02724,5,15.80739,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,122,0,1,1,1,0,Tube,-659.5499,1293.568,563.8874,320.9851,345.0111,46.45829,5,16.43661,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,123,0,1,1,1,0,Tube,-462.0936,1067.928,669.1052,350.1957,11.76531,34.85355,5,16.43661,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,124,0,1,1,1,0,Tube,-363.9243,890.5505,53.58732,324.2813,341.941,60.35081,5,16.43661,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,125,0,1,1,1,0,Tube,-612.8909,1069.507,-29.86132,347.3091,15.14471,47.09095,5,16.43661,5,Physical,Entities,Default,OldBombExplodeMat|102/178/229/127|99999/99999,;
Scene,Geometry/Tube,126,0,1,1,1,0,Tube,369.5255,1800.761,233.6591,24.99639,45.81578,44.99836,5,77.54499,5,Physical,Entities,Default,OldBombExplodeMat|255/178/178/127|99999/99999,;
Scene,Geometry/Tube,127,0,1,1,1,0,Tube,-420.3531,478.5686,153.6397,294.532,200.6773,161.3256,5,53.67667,5,Physical,Entities,Default,OldBombExplodeMat|204/25/127/127|99999/99999,;
Scene,Geometry/Tube,128,0,1,1,1,0,Tube,468.1959,1430.723,-308.5031,351.5207,268.2213,294.9861,5,50.43002,5,Physical,Entities,Default,OldBombExplodeMat|204/102/255/127|99999/99999,;
Scene,Geometry/Tube,129,0,1,1,1,0,Tube,-956.5712,827.7559,-916.1218,309.9474,297.5264,266.4576,5,1.906212,5,Physical,Entities,Default,OldBombExplodeMat|229/51/255/127|99999/99999,;
Scene,Geometry/Tube,130,0,1,1,1,0,Tube,-938.7817,823.1216,-883.9666,312.3824,316.731,251.9381,5,1.906212,5,Physical,Entities,Default,OldBombExplodeMat|229/51/255/127|99999/99999,;
Scene,Geometry/Tube,131,0,1,1,1,0,Tube,-961.4908,827.8923,-927.4699,309.8738,290.8582,271.5748,5,1.906212,5,Physical,Entities,Default,OldBombExplodeMat|229/51/255/127|99999/99999,;
